2024-06-14 11:38:16,669 INFO Detection results stored successfully.
2024-06-14 11:38:16,675 INFO Object detection and data storage process completed successfully.
2024-06-14 13:46:32,950 INFO Connected to PostgreSQL database.
2024-06-14 13:46:32,953 INFO Table detection_results is ready.
2024-06-14 13:46:47,453 INFO Detection results stored successfully.
2024-06-14 13:46:47,455 INFO PostgreSQL connection closed.
2024-06-14 13:46:47,455 INFO Object detection and data storage process completed successfully.
2024-06-14 13:49:10,511 INFO Connected to PostgreSQL database.
2024-06-14 13:49:10,511 INFO Table detection_results is ready.
2024-06-14 13:49:20,112 INFO Detection results stored successfully.
2024-06-14 13:49:20,112 INFO PostgreSQL connection closed.
2024-06-14 13:49:20,112 INFO Object detection and data storage process completed successfully.
2024-06-14 13:50:21,486 INFO Connected to PostgreSQL database.
2024-06-14 13:50:21,488 INFO Table detection_results is ready.
2024-06-14 14:10:24,655 INFO Detection results stored successfully.
2024-06-14 14:10:24,656 INFO PostgreSQL connection closed.
2024-06-14 14:10:24,656 INFO Object detection and data storage process completed successfully.
2024-06-14 15:19:34,072 INFO Connected to PostgreSQL database.
2024-06-14 15:19:34,107 INFO Table detection_results is ready.
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_06b4e74f-4437-4423-a837-19acb67fb3e5, 73, 0.271121, [426, 567, 122, 134]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_06b4e74f-4437-4423-a837-19acb67fb3e5, 56, 0.367655, [344, 513, 22, 92]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_06b4e74f-4437-4423-a837-19acb67fb3e5, 0, 0.400057, [614, 310, 51, 515]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_06b4e74f-4437-4423-a837-19acb67fb3e5, 0, 0.844646, [464, 439, 252, 300]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_06b4e74f-4437-4423-a837-19acb67fb3e5, 0, 0.911893, [154, 416, 261, 315]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_0a6b9c04-b784-42f0-85f1-ca6741aca23d, 0, 0.700147, [409, 391, 458, 480]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_0c6724f0-338a-4102-a14c-988c25f33ded, 74, 0.256419, [551, 466, 72, 115]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_0c6724f0-338a-4102-a14c-988c25f33ded, 0, 0.349509, [322, 497, 625, 279]
2024-06-14 15:19:51,598 INFO Processing detection: CheMed123_15393eb3-c800-4d16-be73-de938f2f73ad, 3, 0.421331, [355, 374, 164, 256]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_15393eb3-c800-4d16-be73-de938f2f73ad, 29, 0.641222, [413, 474, 154, 113]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_15393eb3-c800-4d16-be73-de938f2f73ad, 0, 0.647586, [150, 251, 297, 456]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_185fd0bc-b3a8-458b-9d7a-68d4ff2597da, 74, 0.259584, [504, 245, 184, 237]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_185fd0bc-b3a8-458b-9d7a-68d4ff2597da, 0, 0.317213, [204, 363, 179, 536]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.258466, [120, 503, 38, 39]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.259793, [157, 517, 198, 84]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.259904, [557, 558, 27, 43]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.345911, [114, 516, 28, 32]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.354355, [438, 522, 33, 36]
2024-06-14 15:19:51,600 INFO Processing detection: CheMed123_1fb66363-0196-49a2-8af6-103e6bc70a3b, 32, 0.445139, [243, 579, 39, 38]
